Player,AVG,position,year,search_full_name,player_id
Devon Allen,384.0,WR,2023,devonallen,8411
Todd Gurley,387.0,RB,2023,toddgurley,2315
Josh Hill,388.0,TE,2023,joshhill,1777
Ihmir Smith-Marsette,389.0,WR,2023,ihmirsmithmarsette,7559
River Cracraft,390.0,WR,2023,rivercracraft,4854
Charlie Jones,391.0,WR,2023,charliejones,10228
Lil'Jordan Humphrey,392.0,WR,2023,liljordanhumphrey,5938
Craig Reynolds,393.0,RB,2023,craigreynolds,6659
Brenton Strange,395.0,TE,2023,brentonstrange,9480
Jody Fortson Jr.,396.0,TE,2023,jodyfortson,6665
Parker Washington,397.0,WR,2023,parkerwashington,9487
Kyle Philips,399.0,WR,2023,kylephilips,8171
Byron Pringle,401.0,WR,2023,byronpringle,5199
Erik Ezukanma,403.0,WR,2023,erikezukanma,8114
DeAndre Carter,405.0,WR,2023,deandrecarter,2750
Justin Shorter,406.0,WR,2023,justinshorter,9489
Will Dissly,407.0,TE,2023,willdissly,5010
Chris Moore,410.0,WR,2023,chrismoore,3269
Charlie Kolar,411.0,TE,2023,charliekolar,8127
Drew Sample,413.0,TE,2023,drewsample,6001
Bam Knight,414.0,RB,2023,bamknight,
Jarrett Stidham,415.0,QB,2023,jarrettstidham,6136
Teddy Bridgewater,416.0,QB,2023,teddybridgewater,2152
Nick Mullens,417.0,QB,2023,nickmullens,4464
Jake Browning,418.0,QB,2023,jakebrowning,6111
Drew Lock,421.0,QB,2023,drewlock,5854
Cooper Rush,422.0,QB,2023,cooperrush,4574
Patrick Taylor Jr.,423.0,RB,2023,patricktaylor,6963
Hunter Luepke,424.0,RB,2023,hunterluepke,
Tre' McKitty,425.0,TE,2023,tremckitty,7554
Velus Jones Jr.,426.0,WR,2023,velusjones,8223
Travis Vokolek,427.0,TE,2023,travisvokolek,11381
Sean Clifford,429.0,QB,2023,seanclifford,10983
Tanner McKee,430.0,QB,2023,tannermckee,9230
Ben Roethlisberger,432.0,QB,2023,benroethlisberger,138
Austin Watkins Jr.,433.0,WR,2023,austinwatkins,7579
D'Eriq King,434.0,QB,2023,deriqking,8199
Jalen Brooks,435.0,WR,2023,jalenbrooks,11034
T.Y. Hilton,436.0,WR,2023,tyhilton,1110
Chandler,437.0,RB,2023,chandler,
Josh Doctson,439.0,WR,2023,joshdoctson,3178
Luke Farrell,440.0,TE,2023,lukefarrell,7842
Andy Isabella,442.0,WR,2023,andyisabella,5915
ZaQuandre White,443.0,RB,2023,zaquandrewhite,8173
Tay Martin,444.0,WR,2023,taymartin,8250
Alec Ingold,445.0,RB,2023,alecingold,
Antonio Brown,446.0,WR,2023,antoniobrown,536
Christian McCaffrey,1.0,RB,2024,christianmccaffrey,4034
CeeDee Lamb,2.0,WR,2024,ceedeelamb,6786
Tyreek Hill,3.0,WR,2024,tyreekhill,3321
Breece Hall,4.8,RB,2024,breecehall,8155
Amon-Ra St. Brown,5.5,WR,2024,amonrastbrown,7547
Bijan Robinson,6.0,RB,2024,bijanrobinson,9509
Ja'Marr Chase,6.3,WR,2024,jamarrchase,7564
Justin Jefferson,7.5,WR,2024,justinjefferson,6794
A.J. Brown,9.5,WR,2024,ajbrown,5859
Garrett Wilson,10.5,WR,2024,garrettwilson,8146
Jonathan Taylor,11.8,RB,2024,jonathantaylor,6813
Puka Nacua,12.0,WR,2024,pukanacua,9493
Jahmyr Gibbs,13.5,RB,2024,jahmyrgibbs,9221
Marvin Harrison Jr.,14.3,WR,2024,marvinharrison,11628
Saquon Barkley,15.5,RB,2024,saquonbarkley,4866
Drake London,18.3,WR,2024,drakelondon,8112
De'Von Achane,19.0,RB,2024,devonachane,9226
Nico Collins,20.3,WR,2024,nicocollins,7569
Davante Adams,21.0,WR,2024,davanteadams,2133
Deebo Samuel Sr.,22.0,WR,2024,deebosamuel,5872
Kyren Williams,22.5,RB,2024,kyrenwilliams,8150
Chris Olave,24.0,WR,2024,chrisolave,8144
Cooper Kupp,24.5,WR,2024,cooperkupp,4039
Derrick Henry,26.3,RB,2024,derrickhenry,3198
Travis Etienne Jr.,26.5,RB,2024,travisetienne,7543
Isiah Pacheco,28.3,RB,2024,isiahpacheco,8205
Jaylen Waddle,28.8,WR,2024,jaylenwaddle,7526
Josh Allen,29.3,QB,2024,joshallen,4984
DK Metcalf,31.8,WR,2024,dkmetcalf,5846
DJ Moore,32.5,WR,2024,djmoore,4983
Brandon Aiyuk,32.8,WR,2024,brandonaiyuk,6803
Malik Nabers,33.0,WR,2024,maliknabers,11632
Mike Evans,33.5,WR,2024,mikeevans,2216
DeVonta Smith,33.8,WR,2024,devontasmith,7525
Michael Pittman Jr.,34.8,WR,2024,michaelpittman,6819
Sam LaPorta,35.3,TE,2024,samlaporta,10859
Jalen Hurts,36.3,QB,2024,jalenhurts,6904
Josh Jacobs,37.0,RB,2024,joshjacobs,5850
Patrick Mahomes II,37.5,QB,2024,patrickmahomes,4046
Travis Kelce,38.3,TE,2024,traviskelce,1466
Stefon Diggs ,38.8,WR,2024,stefondiggs,2449
Rashee Rice,44.0,WR,2024,rasheerice,10229
Lamar Jackson,44.3,QB,2024,lamarjackson,4881
James Cook III,46.3,RB,2024,jamescook,8138
Trey McBride,47.3,TE,2024,treymcbride,8130
Kenneth Walker III,47.5,RB,2024,kennethwalker,8151
Rachaad White,48.0,RB,2024,rachaadwhite,8136
Tank Dell,49.3,WR,2024,tankdell,9502
Tee Higgins,50.5,WR,2024,teehiggins,6801
Amari Cooper,50.5,WR,2024,amaricooper,2309
Zay Flowers,52.3,WR,2024,zayflowers,9997
Dalton Kincaid,52.5,TE,2024,daltonkincaid,10236
Mark Andrews,52.8,TE,2024,markandrews,5012
Joe Mixon,53.8,RB,2024,joemixon,4018
Alvin Kamara,54.5,RB,2024,alvinkamara,4035
Terry McLaurin,54.5,WR,2024,terrymclaurin,5927
George Pickens,54.8,WR,2024,georgepickens,8137
Anthony Richardson Sr.,58.8,QB,2024,anthonyrichardson,9229
Christian Kirk,60.8,WR,2024,christiankirk,4950
C.J. Stroud,62.8,QB,2024,cjstroud,9758
Kyle Pitts Sr.,64.8,TE,2024,kylepitts,7553
Kyler Murray,65.8,QB,2024,kylermurray,5849
Calvin Ridley,65.8,WR,2024,calvinridley,4981
Chris Godwin Jr.,66.0,WR,2024,chrisgodwin,4037
Keenan Allen,68.0,WR,2024,keenanallen,1479
George Kittle,69.5,TE,2024,georgekittle,4217
James Conner,69.8,RB,2024,jamesconner,4137
David Montgomery,70.5,RB,2024,davidmontgomery,5892
Evan Engram,71.0,TE,2024,evanengram,4066
Xavier Worthy,71.5,WR,2024,xavierworthy,11624
Aaron Jones Sr.,72.3,RB,2024,aaronjones,4199
Jayden Reed,72.3,WR,2024,jaydenreed,10222
Najee Harris,73.0,RB,2024,najeeharris,7528
Diontae Johnson,74.0,WR,2024,diontaejohnson,5937
D'Andre Swift,74.5,RB,2024,dandreswift,6790
Rhamondre Stevenson,76.3,RB,2024,rhamondrestevenson,7611
Joe Burrow,76.3,QB,2024,joeburrow,6770
Jordan Love,80.0,QB,2024,jordanlove,6804
Rome Odunze,80.8,WR,2024,romeodunze,11620
Zamir White,82.3,RB,2024,zamirwhite,8139
Raheem Mostert,82.8,RB,2024,raheemmostert,2749
Jaxon Smith-Njigba,83.0,WR,2024,jaxonsmithnjigba,9488
Dak Prescott,83.8,QB,2024,dakprescott,3294
Javonte Williams,84.3,RB,2024,javontewilliams,7588
Christian Watson,84.3,WR,2024,christianwatson,8167
Jake Ferguson,86.0,TE,2024,jakeferguson,8110
Brian Thomas Jr.,88.5,WR,2024,brianthomas,11631
Jayden Daniels,88.8,QB,2024,jaydendaniels,11566
Tony Pollard,90.0,RB,2024,tonypollard,5967
DeAndre Hopkins,92.5,WR,2024,deandrehopkins,1426
Jaylen Warren,92.8,RB,2024,jaylenwarren,8228
Courtland Sutton,94.3,WR,2024,courtlandsutton,5045
Marquise Brown,94.8,WR,2024,marquisebrown,5848
Ladd McConkey,96.3,WR,2024,laddmcconkey,11635
Jameson Williams,96.3,WR,2024,jamesonwilliams,8148
Brian Robinson Jr.,98.5,RB,2024,brianrobinson,8154
Caleb Williams,98.8,QB,2024,calebwilliams,11560
David Njoku,99.3,TE,2024,davidnjoku,4033
Keon Coleman,100.0,WR,2024,keoncoleman,11637
Devin Singletary,100.5,RB,2024,devinsingletary,6130
Brock Bowers,100.5,TE,2024,brockbowers,11604
Brock Purdy,101.0,QB,2024,brockpurdy,8183
Jordan Addison,101.3,WR,2024,jordanaddison,9756
Chase Brown,102.3,RB,2024,chasebrown,9224
Zack Moss ,102.5,RB,2024,zackmoss,6845
Tyjae Spears,104.0,RB,2024,tyjaespears,9508
Khalil Shakir,105.5,WR,2024,khalilshakir,8134
Jonathon Brooks,107.0,RB,2024,jonathonbrooks,11583
Jared Goff,107.3,QB,2024,jaredgoff,3163
Tua Tagovailoa,107.3,QB,2024,tuatagovailoa,6768
Jerome Ford,108.0,RB,2024,jeromeford,8143
Romeo Doubs,108.3,WR,2024,romeodoubs,8121
Trevor Lawrence,111.0,QB,2024,trevorlawrence,7523
Austin Ekeler,112.3,RB,2024,austinekeler,4663
Joshua Palmer,115.3,WR,2024,joshuapalmer,7670
Blake Corum,116.8,RB,2024,blakecorum,11586
Curtis Samuel,118.5,WR,2024,curtissamuel,4082
Dallas Goedert,119.3,TE,2024,dallasgoedert,5022
Gus Edwards,122.8,RB,2024,gusedwards,5248
Rico Dowdle,123.5,RB,2024,ricodowdle,7021
Jakobi Meyers,124.8,WR,2024,jakobimeyers,5947
Trey Benson,125.5,RB,2024,treybenson,11589
Kirk Cousins,125.8,QB,2024,kirkcousins,1166
Nick Chubb ,126.5,RB,2024,nickchubb,4988
Justin Herbert,126.5,QB,2024,justinherbert,6797
Dontayvion Wicks,130.3,WR,2024,dontayvionwicks,9486
Ezekiel Elliott,130.3,RB,2024,ezekielelliott,3164
Chuba Hubbard,131.3,RB,2024,chubahubbard,7594
Rashid Shaheed,131.5,WR,2024,rashidshaheed,8676
Tyler Lockett,131.8,WR,2024,tylerlockett,2374
Dalton Schultz,131.8,TE,2024,daltonschultz,5001
Matthew Stafford,135.3,QB,2024,matthewstafford,421
Jerry Jeudy,135.5,WR,2024,jerryjeudy,6783
Pat Freiermuth,135.8,TE,2024,patfreiermuth,7600
Mike Williams,136.5,WR,2024,mikewilliams,4068
J.K. Dobbins,138.3,RB,2024,jkdobbins,6806
Aaron Rodgers,138.5,QB,2024,aaronrodgers,96
Gabe Davis ,138.8,WR,2024,gabedavis,6943
Ty Chandler,138.8,RB,2024,tychandler,8230
Brandin Cooks,139.0,WR,2024,brandincooks,2197
Zach Charbonnet,140.0,RB,2024,zachcharbonnet,9753
T.J. Hockenson,140.5,TE,2024,tjhockenson,5844
Jaleel McLaughlin,143.0,RB,2024,jaleelmclaughlin,11439
Jaylen Wright,145.0,RB,2024,jaylenwright,11643
Adonai Mitchell,145.3,WR,2024,adonaimitchell,11625
Cole Kmet,146.3,TE,2024,colekmet,6826
Darnell Mooney,146.8,WR,2024,darnellmooney,7090
Tyler Allgeier,146.8,RB,2024,tylerallgeier,8132
Baker Mayfield,149.3,QB,2024,bakermayfield,4892
Deshaun Watson,151.0,QB,2024,deshaunwatson,4017
Michael Wilson,151.0,WR,2024,michaelwilson,10232
Ja'Lynn Polk,153.3,WR,2024,jalynnpolk,11619
Geno Smith,155.3,QB,2024,genosmith,1373
Luke Musgrave,155.5,TE,2024,lukemusgrave,9481
Adam Thielen,156.0,WR,2024,adamthielen,1689
Taysom Hill ,158.0,TE,2024,taysomhill,4381
Ray Davis,158.0,RB,2024,raydavis,11575
Will Levis,158.3,QB,2024,willlevis,9999
Bucky Irving,158.3,RB,2024,buckyirving,11584
Josh Downs,161.0,WR,2024,joshdowns,9500
Antonio Gibson,161.0,RB,2024,antoniogibson,6945
Braelon Allen,165.0,RB,2024,braelonallen,11576
Jordan Mason,165.3,RB,2024,jordanmason,8408
MarShawn Lloyd,165.5,RB,2024,marshawnlloyd,11581
Xavier Legette,166.0,WR,2024,xavierlegette,11626
Tyler Conklin,168.0,TE,2024,tylerconklin,5133
Khalil Herbert,170.5,RB,2024,khalilherbert,7608
Kimani Vidal,171.0,RB,2024,kimanividal,11647
Hunter Henry,172.8,TE,2024,hunterhenry,3214
Isaiah Likely,174.0,TE,2024,isaiahlikely,8131
Jahan Dotson,175.3,WR,2024,jahandotson,8119
Bo Nix,175.5,QB,2024,bonix,11563
DeMario Douglas,176.3,WR,2024,demariodouglas,9501
Bryce Young,178.5,QB,2024,bryceyoung,9228
Derek Carr,179.3,QB,2024,derekcarr,2028
Cade Otton,179.8,TE,2024,cadeotton,8111
Sam Darnold,180.5,QB,2024,samdarnold,4943
Quentin Johnston,184.0,WR,2024,quentinjohnston,9754
Tyrone Tracy Jr.,184.8,RB,2024,tyronetracy,11655
Wan'Dale Robinson,185.0,WR,2024,wandalerobinson,8126
Daniel Jones,185.8,QB,2024,danieljones,5870
Noah Fant,186.3,TE,2024,noahfant,5857
Jonnu Smith,186.3,TE,2024,jonnusmith,4144
Jalen Tolbert,186.5,WR,2024,jalentolbert,8117
Rashod Bateman,190.3,WR,2024,rashodbateman,7571
Samaje Perine,192.3,RB,2024,samajeperine,4147
Marvin Mims Jr.,192.8,WR,2024,marvinmims,9494
Tank Bigsby,194.3,RB,2024,tankbigsby,9225
Jalen McMillan,195.8,WR,2024,jalenmcmillan,11618
Greg Dortch,196.0,WR,2024,gregdortch,5970
Juwan Johnson,196.0,TE,2024,juwanjohnson,7002
Jermaine Burton,196.3,WR,2024,jermaineburton,11640
Ben Sinnott,196.8,TE,2024,bensinnott,11596
Chigoziem Okonkwo,197.5,TE,2024,chigoziemokonkwo,
Justin Fields,199.0,QB,2024,justinfields,7591
Drake Maye,199.0,QB,2024,drakemaye,11564
Luke McCaffrey,201.3,WR,2024,lukemccaffrey,11650
Roschon Johnson,204.0,RB,2024,roschonjohnson,10235
Audric Estime,204.3,RB,2024,audricestime,11579
Andrei Iosivas,206.0,WR,2024,andreiiosivas,10226
Justice Hill,206.5,RB,2024,justicehill,5995
Russell Wilson,207.0,QB,2024,russellwilson,1234
Tyler Boyd,209.5,WR,2024,tylerboyd,3225
Gardner Minshew II,210.3,QB,2024,gardnerminshew,6011
Dyami Brown,213.0,WR,2024,dyamibrown,7587
Alexander Mattison,215.0,RB,2024,alexandermattison,5987
Colby Parkinson,215.3,TE,2024,colbyparkinson,6865
Greg Dulcich,216.3,TE,2024,gregdulcich,8172
Mike Gesicki,220.0,TE,2024,mikegesicki,4993
Dalvin Cook,220.3,RB,2024,dalvincook,4029
Troy Franklin,220.3,WR,2024,troyfranklin,11627
Will Shipley,220.3,RB,2024,willshipley,11577
Cam Akers,222.5,RB,2024,camakers,6938
Carson Steele,223.0,RB,2024,carsonsteele,11582
Dameon Pierce,223.8,RB,2024,dameonpierce,8129
Demarcus Robinson,185.7,WR,2024,demarcusrobinson,3286
Zach Ertz,228.3,TE,2024,zachertz,1339
Roman Wilson,228.5,WR,2024,romanwilson,11630
Darius Slayton,229.5,WR,2024,dariusslayton,6149
Ricky Pearsall,199.0,WR,2024,rickypearsall,11638
Keaton Mitchell,240.0,RB,2024,keatonmitchell,9511
Kenneth Gainwell,241.5,RB,2024,kennethgainwell,
Dawson Knox,243.8,TE,2024,dawsonknox,5906
Clyde Edwards-Helaire,248.3,RB,2024,clydeedwardshelaire,6820
Kendre Miller,214.3,RB,2024,kendremiller,9757
Ja'Tavion Sanders,249.8,TE,2024,jatavionsanders,11600
Miles Sanders,250.0,RB,2024,milessanders,6151
Malachi Corley,217.7,WR,2024,malachicorley,11617
Malik Washington,222.7,WR,2024,malikwashington,11610
Jordan Whittington,226.3,WR,2024,jordanwhittington,11623
Eric Gray,259.8,RB,2024,ericgray,10223
Jamaal Williams,230.7,RB,2024,jamaalwilliams,4149
Tucker Kraft,232.0,TE,2024,tuckerkraft,9484
Joe Flacco,263.0,QB,2024,joeflacco,19
Hayden Hurst,235.7,TE,2024,haydenhurst,4973
Noah Brown ,237.0,WR,2024,noahbrown,4234
Josh Reynolds,237.3,WR,2024,joshreynolds,4171
Jalen Nailor,238.3,WR,2024,jalennailor,8180
Theo Johnson,240.7,TE,2024,theojohnson,11597
Jalin Hyatt,242.3,WR,2024,jalinhyatt,9497
D'Onta Foreman,243.0,RB,2024,dontaforeman,4111
Jacoby Brissett,243.3,QB,2024,jacobybrissett,3257
Tre Tucker,243.3,WR,2024,tretucker,10213
Trey Sermon,245.0,RB,2024,treysermon,7593
Dylan Laube,246.0,RB,2024,dylanlaube,11574
Elijah Moore,248.0,WR,2024,elijahmoore,7596
Tim Patrick,248.3,WR,2024,timpatrick,4351
Isaac Guerendo,251.3,RB,2024,isaacguerendo,11651
Michael Mayer,251.3,TE,2024,michaelmayer,9482
Javon Baker,252.3,WR,2024,javonbaker,11645
Jauan Jennings,252.7,WR,2024,jauanjennings,7049
Van Jefferson,256.0,WR,2024,vanjefferson,6853
Emanuel Wilson,256.3,RB,2024,emanuelwilson,11435
Kalif Raymond,260.7,WR,2024,kalifraymond,3634
Devontez Walker,262.0,WR,2024,devontezwalker,11629
A.T. Perry,262.3,WR,2024,atperry,10863
JuJu Smith-Schuster,263.0,WR,2024,jujusmithschuster,4040
Zay Jones,263.0,WR,2024,zayjones,4080
Alec Pierce,268.3,WR,2024,alecpierce,8142
Ray-Ray McCloud,269.3,WR,2024,rayraymccloud,5096
Cordarrelle Patterson,269.3,RB,2024,cordarrellepatterson,1535
Gerald Everett,273.3,TE,2024,geraldeverett,4089
Kendrick Bourne,273.7,WR,2024,kendrickbourne,4454
Justin Watson,274.3,WR,2024,justinwatson,5374
Jacob Cowing,274.7,WR,2024,jacobcowing,11616
Treylon Burks,275.0,WR,2024,treylonburks,8135
Daniel Bellinger,277.7,TE,2024,danielbellinger,8225
Brenden Rice,280.0,WR,2024,brendenrice,11621
Mack Hollins,243.0,WR,2024,mackhollins,4177
Kylen Granson,280.7,TE,2024,kylengranson,7602
Sione Vaki,282.3,RB,2024,sionevaki,11729
K.J. Osborn,283.7,WR,2024,kjosborn,7066
Allen Lazard,285.0,WR,2024,allenlazard,5185
DJ Chark Jr.,250.0,WR,2024,djchark,4951
Bo Melton,289.0,WR,2024,bomelton,8204
Aidan O'Connell,289.7,QB,2024,aidanoconnell,10866
Cedric Tillman,289.7,WR,2024,cedrictillman,10444
John Metchie III,258.5,WR,2024,johnmetchie,8147
Parker Washington,264.5,WR,2024,parkerwashington,9487
Devaughn Vele,296.3,WR,2024,devaughnvele,11834
Calvin Austin III,297.7,WR,2024,calvinaustin,8125
Olamide Zaccheaus,274.0,WR,2024,olamidezaccheaus,6271
Kareem Hunt,302.0,RB,2024,kareemhunt,4098
Will Dissly,274.5,TE,2024,willdissly,5010
Jonathan Mingo,278.5,WR,2024,jonathanmingo,10225
Michael Penix Jr.,279.0,QB,2024,michaelpenix,11559
Tyquan Thornton,285.0,WR,2024,tyquanthornton,8188
Odell Beckham Jr.,285.5,WR,2024,odellbeckham,2078
Jameis Winston,291.5,QB,2024,jameiswinston,2306
Sam Howell,295.5,QB,2024,samhowell,8162
Deuce Vaughn,307.5,RB,2024,deucevaughn,9505
Noah Gray,309.5,TE,2024,noahgray,7828
Tyler Higbee,313.0,TE,2024,tylerhigbee,3271
Pierre Strong Jr.,314.5,RB,2024,pierrestrong,8116
Skyy Moore,315.5,WR,2024,skyymoore,8168
Nelson Agholor,277.0,WR,2024,nelsonagholor,2325
Cade Stover,317.5,TE,2024,cadestover,11599
Taulia Tagovailoa,281.0,QB,2024,tauliatagovailoa,12259
Erick All Jr.,318.5,TE,2024,erickall,11592
Tutu Atwell,318.5,WR,2024,tutuatwell,7562
Josh Whyle,320.5,TE,2024,joshwhyle,10212
Johnny Wilson,286.0,WR,2024,johnnywilson,11636
Kenny McIntosh,287.0,RB,2024,kennymcintosh,10216
Xavier Gipson,288.0,WR,2024,xaviergipson,11306
Emari Demercado,322.0,RB,2024,emaridemercado,11199
Jake Bobo,289.0,WR,2024,jakebobo,10867
Ty Johnson,323.0,RB,2024,tyjohnson,6039
Jared Wiley,323.5,TE,2024,jaredwiley,11595
Trey Palmer,293.0,WR,2024,treypalmer,9492
Ryan Flournoy,295.0,WR,2024,ryanflournoy,11783
Deneric Prince,328.5,RB,2024,denericprince,10870
Casey Washington,326.5,WR,2024,caseywashington,11806
Julius Chestnut,299.0,RB,2024,juliuschestnut,8254
Velus Jones Jr.,300.0,WR,2024,velusjones,8223
Jamari Thrash,304.0,WR,2024,jamarithrash,11633
Spencer Rattler,330.5,QB,2024,spencerrattler,11562
Tyler Goodson,306.0,RB,2024,tylergoodson,8207
Lucas Krull,331.0,TE,2024,lucaskrull,8249
Rasheen Ali,308.0,RB,2024,rasheenali,11570
Davis Allen,309.0,TE,2024,davisallen,10214
Joshua Dobbs,332.5,QB,2024,joshuadobbs,4179
Jeff Wilson Jr.,332.5,RB,2024,jeffwilson,5284
Mason Rudolph,311.0,QB,2024,masonrudolph,4972
Joshua Kelley,311.0,RB,2024,joshuakelley,7045
D'Ernest Johnson,312.0,RB,2024,dernestjohnson,6694
Evan Hull,313.0,RB,2024,evanhull,9220
Isaiah Williams,313.0,WR,2024,isaiahwilliams,11608
Josh Oliver,334.5,TE,2024,josholiver,5973
Cedrick Wilson Jr.,314.0,WR,2024,cedrickwilson,5113
Johnny Mundt,335.0,TE,2024,johnnymundt,4314
Tyler Scott,315.0,WR,2024,tylerscott,9490
Isaiah Spiller,318.0,RB,2024,isaiahspiller,8153
Jalen Brooks,318.0,WR,2024,jalenbrooks,11034
Isaiah Davis,337.5,RB,2024,isaiahdavis,11571
KaVontae Turpin,320.0,WR,2024,kavontaeturpin,8917
Tanner McLachlan,323.0,TE,2024,tannermclachlan,11598
Will Mallory,324.0,TE,2024,willmallory,10220
Mecole Hardman Jr.,325.0,WR,2024,mecolehardman,5917
Mo Alie-Cox,327.0,TE,2024,moaliecox,4054
Jimmy Garoppolo,328.0,QB,2024,jimmygaroppolo,1837
Malik Willis,329.0,QB,2024,malikwillis,8161
Trey Lance,330.0,QB,2024,treylance,7610
Ian Thomas,331.0,TE,2024,ianthomas,4995
Marquez Valdes-Scantling,332.0,WR,2024,marquezvaldesscantling,5086
Sean Tucker,332.0,RB,2024,seantucker,9506
P.J. Walker,333.0,QB,2024,pjwalker,4335
Daurice Fountain,334.0,WR,2024,dauricefountain,5102
Jerick McKinnon,335.0,RB,2024,jerickmckinnon,2161
Jaheim Bell,336.0,TE,2024,jaheimbell,11605
Brock Wright,346.0,TE,2024,brockwright,7891
Bub Means,346.0,WR,2024,bubmeans,11748
Michael Carter,382.0,RB,2024,michaelcarter,7607
JaMycal Hasty,339.0,RB,2024,jamycalhasty,6996
Tommy Tremble,340.0,TE,2024,tommytremble,7694
Derius Davis,341.0,WR,2024,deriusdavis,10234
Jaret Patterson,377.0,RB,2024,jaretpatterson,7537
Darnell Washington,342.0,TE,2024,darnellwashington,9479
Jake Browning,349.5,QB,2024,jakebrowning,6111
Robert Woods,344.0,WR,2024,robertwoods,1352
Tyrod Taylor,368.5,QB,2024,tyrodtaylor,827
Jeremy McNichols,345.0,RB,2024,jeremymcnichols,4219
Xavier Hutchinson,345.0,WR,2024,xavierhutchinson,10218
Brenton Strange,346.0,TE,2024,brentonstrange,9480
Darren Waller,347.0,TE,2024,darrenwaller,2505
Ronnie Bell,347.0,WR,2024,ronniebell,10221
Chris Conley,351.0,WR,2024,chrisconley,2381
Ronnie Rivers,352.0,RB,2024,ronnierivers,8195
Drew Lock,360.5,QB,2024,drewlock,5854
Pharaoh Brown,354.0,TE,2024,pharaohbrown,4443
Hendon Hooker,373.0,QB,2024,hendonhooker,9998
Carson Wentz,375.5,QB,2024,carsonwentz,3161
Charlie Woerner,356.0,TE,2024,charliewoerner,7075
Tommy DeVito,357.0,QB,2024,tommydevito,11292
Devin Duvernay,358.0,WR,2024,devinduvernay,6847
La'Mical Perine,360.0,RB,2024,lamicalperine,6908
Jordan Matthews,362.0,TE,2024,jordanmatthews,1800
Grant Calcaterra,363.0,TE,2024,grantcalcaterra,8177
Tanner Hudson,364.0,TE,2024,tannerhudson,5409
Durham Smythe,365.0,TE,2024,durhamsmythe,5008
Nick Westbrook-Ikhine,366.0,WR,2024,nickwestbrookikhine,7496
Nick Mullens,367.0,QB,2024,nickmullens,4464
Brandon Powell,368.0,WR,2024,brandonpowell,5695
Braxton Berrios,370.0,WR,2024,braxtonberrios,5121
Elijah Higgins,371.0,TE,2024,elijahhiggins,10231
Craig Reynolds,372.0,RB,2024,craigreynolds,6659
David Bell ,373.0,WR,2024,davidbell,8118
Chris Moore,374.0,WR,2024,chrismoore,3269
Kyle Juszczyk,375.0,RB,2024,kylejuszczyk,
Brevin Jordan,376.0,TE,2024,brevinjordan,7568
Dallin Holker,377.0,TE,2024,dallinholker,11606
Kayshon Boutte,378.0,WR,2024,kayshonboutte,9504
Peyton Hendershot,379.0,TE,2024,peytonhendershot,8197
Adam Trautman,380.0,TE,2024,adamtrautman,6869
Mason Tipton,381.0,WR,2024,masontipton,11895
David Moore,382.0,WR,2024,davidmoore,4274
Foster Moreau,383.0,TE,2024,fostermoreau,5985
Trenton Irwin,384.0,WR,2024,trentonirwin,6598
Austin Hooper,385.0,TE,2024,austinhooper,3202
Blake Watson,386.0,RB,2024,blakewatson,11568
Malik Heath,387.0,WR,2024,malikheath,11210
Tim Jones,388.0,WR,2024,timjones,8013
Jordan Akins,389.0,TE,2024,jordanakins,5032
Jordan Mims,390.0,RB,2024,jordanmims,11378
Laviska Shenault Jr.,391.0,WR,2024,laviskashenault,6814
Tyson Bagent,394.0,QB,2024,tysonbagent,11256
Skylar Thompson,395.0,QB,2024,skylarthompson,8206
Davis Mills,397.0,QB,2024,davismills,7585
Clayton Tune,398.0,QB,2024,claytontune,10217
Connor Heyward,399.0,TE,2024,connorheyward,8181
Tylan Wallace,400.0,WR,2024,tylanwallace,7595
Trayveon Williams,401.0,RB,2024,trayveonwilliams,6144
Hassan Haskins,402.0,RB,2024,hassanhaskins,8123
Keilan Robinson,403.0,RB,2024,keilanrobinson,11773
Dorian Thompson-Robinson,404.0,QB,2024,dorianthompsonrobinson,10862
Cody Schrader,405.0,RB,2024,codyschrader,11644
Tom Brady,406.0,QB,2024,tombrady,167
Xavier Weaver,407.0,WR,2024,xavierweaver,11921
Tyreik McAllister,408.0,RB,2024,tyreikmcallister,8749
Terrace Marshall Jr.,409.0,WR,2024,terracemarshall,7565
Nick Foles,410.0,QB,2024,nickfoles,1029
Marquise Goodwin,411.0,WR,2024,marquisegoodwin,1346
Jakob Johnson,414.0,RB,2024,jakobjohnson,
Julian Hill,415.0,TE,2024,julianhill,11371
Jalen Coker,416.0,WR,2024,jalencoker,11646
KJ Hamler,417.0,WR,2024,kjhamler,6805
Desmond Ridder,418.0,QB,2024,desmondridder,8159
Donovan Peoples-Jones,419.0,WR,2024,donovanpeoplesjones,6824
Trishton Jackson,420.0,WR,2024,trishtonjackson,7009
Simi Fehoko,421.0,WR,2024,simifehoko,7812
Justyn Ross,422.0,WR,2024,justynross,8140
Jake Tonges,423.0,TE,2024,jaketonges,8698
Donald Parham Jr.,424.0,TE,2024,donaldparham,6074
Myles Gaskin,425.0,RB,2024,mylesgaskin,5980
DeWayne McBride,426.0,RB,2024,dewaynemcbride,9512
Ja'Marr Chase,1.0,WR,2025,jamarrchase,7564
Bijan Robinson,2.0,RB,2025,bijanrobinson,9509
Jahmyr Gibbs,3.8,RB,2025,jahmyrgibbs,9221
CeeDee Lamb,4.0,WR,2025,ceedeelamb,6786
Saquon Barkley,4.4,RB,2025,saquonbarkley,4866
Justin Jefferson,5.8,WR,2025,justinjefferson,6794
