"Rank","Player","Team","Bye","POS","BB10","RTSports","Underdog","Drafters","DraftKings","AVG"
"135","Mike Williams","","","WR52","49","62","","","","135.0"
"136","John Brown","","","WR53","143","137","","","","135.3"
"137","Keke Coutee","","","WR54","113","158","","","","136.0"
"138","Kareem Hunt","","","RB51","131","142","","","","137.0"
"139","Kyle Rudolph","","","TE14","149","131","","","","138.7"
"140","Nyheim Miller-Hines","","","RB52","135","121","","","","139.7"
"141","Jamison Crowder","","","WR55","141","160","","","","144.0"
"142","Adrian Peterson","","","RB53","140","146","","","","144.0"
"143","Jimmy Garoppolo","LAR","9","QB21","145","141","","","","145.0"
"144","Trey Burton ","","","TE15","137","150","","","","145.7"
"145","Alexander Mattison","","","RB54","142","154","","","","145.7"
"146","T.J. Hockenson","MIN","12 ","TE16","163","136","","","","147.3"
"147","Carlos Hyde","","","RB55","152","128","","","","148.3"
"148","DK Metcalf","PIT","7","WR56","134","166","","","","149.3"
"149","Jordan Reed","","","TE17","156","153","","","","150.3"
"150","Ito Smith ","","","RB56","147","156","","","","153.3"
"151","Mecole Hardman Jr.","BUF","6","WR57","154","173","","","","154.0"
"152","Chris Herndon IV ","","","TE18","155","167","","","","155.3"
"153","Jimmy Graham","","","TE19","160","151","","","","157.0"
"154","Damien Harris","","","RB57","130","184","","","","157.3"
"155","Sam Darnold","SEA","11","QB22","167","155","","","","157.7"
"156","Greg Olsen","","","TE20","175","152","","","","158.0"
"157","Derek Carr","","","QB23","168","147","","","","158.0"
"158","Dallas Goedert","PHI","10","TE21","151","169","","","","158.3"
"159","Darren Waller","","","TE22","189","149","","","","163.3"
"160","Matthew Stafford","LAR","9 ","QB24","183","148","","","","164.3"
"161","Tre'Quan Smith","","","WR58","159","193","","","","165.7"
"162","Adam Humphries","","","WR59","165","177","","","","171.7"
"163","Devin Funchess ","","","WR60","150","202","","","","173.7"
"164","Chris Thompson","","","RB58","171","164","","","","174.0"
"165","Deebo Samuel Sr.","","","WR61","164","209","","","","176.3"
"166","DeVante Parker","","","WR62","158","198","","","","177.0"
"167","Marquise Goodwin","","","WR63","198","162","","","","177.3"
"168","Jack Doyle","","","TE23","173","195","","","","177.3"
"169","Giovani Bernard","","","RB59","169","191","","","","179.3"
"170","Chicago Bears","DST","6","DST1","124","100","","","","112.0"
"171","Albert Wilson","","","WR64","202","161","","","","181.0"
"172","Zay Jones","","","WR65","170","190","","","","181.0"
"173","Kenny Stills","","","WR66","174","211","","","","182.0"
"174","Jalen Richard","","","RB60","184","168","","","","182.3"
"175","C.J. Anderson","","","RB61","181","192","","","","183.3"
"176","Nick Foles","","","QB25","204","174","","","","184.7"
"177","Noah Fant","NO","9","TE24","193","179","","","","184.7"
"178","Mohamed Sanu Sr.","","","WR67","178","223","","","","185.0"
"179","Hollywood Brown","PHI","10","WR68","191","194","","","","186.3"
"180","N'Keal Harry","","","WR69","162","219","","","","187.3"
"181","Malcolm Brown","","","RB62","197","201","","","","188.3"
"182","Mike Davis","","","RB63","180","189","","","","189.7"
"183","Parris Campbell ","","","WR70","177","199","","","","190.0"
"184","Tyler Eifert","","","TE25","220","182","","","","191.0"
"185","Chase Edmonds","WAS","10","RB64","187","217","","","","191.3"
"186","Cole Beasley","","","WR71","224","172","","","","191.7"
"187","Ty Montgomery","II","","RB65","212","197","","","","192.3"
"188","Jamaal Williams","","","RB66","172","214","","","","192.3"
"189","Andy Dalton","PHI","10","QB26","211","185","","","","194.0"
"190","Jacoby Brissett","ARI","12","QB27","263","165","","","","198.0"
"191","Dare Ogunbowale","","","RB67","235","183","","","","200.7"
"192","Joe Flacco","CIN","9 ","QB28","228","175","","","","202.3"
"193","DaeSean Hamilton","","","WR72","182","228","","","","204.3"
"194","Andy Isabella","","","WR73","208","229","","","","208.3"
"195","Frank Gore","","","RB68","248","187","","","","209.0"
"196","Jacksonville Jaguars","DST","10","DST2","166","143","","","","154.5"
"197","Marcus Mariota","WAS","10","QB29","219","210","","","","209.3"
"198","Baltimore Ravens","DST","8","DST3","176","138","","","","157.0"
"199","Ryquell Armstead","","","RB69","215","212","","","","212.0"
"200","Jason Witten","","","TE26","234","207","","","","214.3"
"201","Mike Gesicki","CIN","9","TE27","230","220","","","","215.3"
"202","Taylor Gabriel","","","WR74","236","213","","","","215.7"
"203","Nelson Agholor","","","WR75","223","232","","","","217.3"
"204","Randall Cobb","","","WR76","214","233","","","","217.7"
"205","Gus Edwards","","","RB70","216","231","","","","219.7"
"206","Minnesota Vikings","DST","12","DST4","188","157","","","","172.5"
"207","J.J. Arcega-Whiteside","","","WR77","240","236","","","","223.0"
"208","Demaryius Thomas","","","WR78","294","178","","","","224.3"
"209","Gerald Everett","","","TE28","249","238","","","","225.7"
"210","Cleveland Browns","DST","7","DST5","190","170","","","","180.0"
"211","T.J. Yeldon","","","RB71","246","208","","","","226.3"
"212","Eli Manning","","","QB30","245","200","","","","228.3"
"213","Denver Broncos","DST","10","DST6","199","171","","","","185.0"
"214","Houston Texans","DST","10","DST7","195","176","","","","185.5"
"215","","","","1","256","206","","","","230.3"
"216","Ryan Fitzpatrick","","","QB31","271","218","","","","233.0"
"217","New England Patriots","DST","10","DST8","200","181","","","","190.5"
"218","Ted Ginn Jr.","","","WR79","260","235","","","","234.3"
"219","Dallas Cowboys","DST","8","DST9","205","186","","","","195.5"
"220","New Orleans Saints","DST","9","DST10","213","180","","","","196.5"
"221","Rex Burkhead","","","RB72","272","215","","","","238.3"
"222","Philadelphia Eagles","DST","10","DST11","201","196","","","","198.5"
"223","Daniel Jones","IND","6","QB32","291","216","","","","239.3"
"224","Marqise","Lee","","WR80","258","242","","","","241.0"
"225","Robert Foster","","","WR81","237","239","","","","241.7"
"226","Irv Smith Jr.","","","TE29","282","230","","","","242.7"
"227","Seattle Seahawks","DST","11","DST12","226","188","","","","207.0"
"228","Danny Amendola","","","WR82","269","240","","","","245.3"
"229","Miles Boykin","","","WR83","233","","","","","211.0"
"230","Cameron Brate","","","TE30","284","234","","","","247.3"
"231","Buffalo Bills","DST","6","DST13","221","204","","","","212.5"
"232","Trey Quinn ","","","WR84","207","","","","","213.0"
"233","Kansas City Chiefs","DST","12","DST14","222","205","","","","213.5"
"234","Pittsburgh Steelers","DST","7","DST15","231","203","","","","217.0"
"235","Rashard Higgins","","","WR85","250","","","","","217.5"
"236","Jay Ajayi","","","RB73","514","221","","","","322.7"
"237","Indianapolis Colts","DST","6","DST16","232","224","","","","228.0"
"238","Paul Richardson Jr. ","","","WR86","520","226","","","","325.3"
"239","KeeSean Johnson","","","WR87","251","","","","","229.0"
"240","Dontrell Hilliard","","","RB74","241","","","","","229.0"
"241","Los Angeles Rams","DST","9","DST17","","140","","","","140.0"
"242","Phillip Dorsett II","LV","","WR88","287","243","","","","259.3"
"243","Los Angeles Chargers","DST","12","DST18","","163","","","","163.0"
"244","Tennessee Titans","DST","11","DST19","257","227","","","","242.0"
"245","Ian Thomas","LV","","TE31","253","","","","","242.0"
"246","DJ Chark Jr.","","","WR89","265","","","","","243.5"
"247","Jakobi Meyers","JAC","10","WR90","275","","","","","245.0"
"248","Carolina Panthers","DST","7","DST20","267","225","","","","246.0"
"249","A.J. Brown","NE","10","WR91","247","","","","","246.0"
"250","Preston Williams ","","","WR92","281","","","","","247.0"
"251","Charles Clay","","","TE32","659","237","","","","386.0"
"252","Benny Snell Jr.","","","RB75","243","","","","","250.0"
"253","D'Onta Foreman","","","RB76","210","","","","","250.5"
"254","John Ross","","","WR93","262","","","","","251.5"
"255","Justin Tucker","","","K1","185","","","","","185.0"
"256","Greg Zuerlein","","","K2","186","","","","","186.0"
"257","Jesse James","","","TE33","593","241","","","","367.7"
"258","Harrison Butker","KC","12","K3","192","","","","","192.0"
"259","David Moore","CAR","7","WR94","259","","","","","255.5"
"260","Antonio Callaway ","","","WR95","238","","","","","257.0"
"261","Wil Lutz","DEN","10","K4","196","","","","","196.0"
"262","Ka'imi Fairbairn","HOU","10","K5","203","","","","","203.0"
"263","Hayden Hurst","","","TE34","602","244","","","","374.7"
"264","Demarcus Robinson","SF","4","WR96","268","","","","","262.0"
"265","Stephen Gostkowski ","","","K6","206","","","","","206.0"
"266","Damarea Crockett","","","RB77","293","","","","","263.5"
"267","Hunter Renfrow","","","WR97","526","","","","","370.0"
"268","Michael Badgley","","","K7","217","","","","","217.0"
"269","Jake Elliott","PHI","10","K8","218","","","","","218.0"
"270","Terry McLaurin","WAS","10","WR98","299","","","","","268.5"
"271","Darrel Williams ","","","RB78","504","","","","","361.0"
"272","Dexter Williams","","","RB79","270","","","","","269.0"
"273","Jalen Hurd","","","WR99","300","","","","","269.5"
"274","Willie Snead","IV","","WR100","292","","","","","269.5"
"275","Geoff Swaim","","","TE35","605","","","","","413.0"
"276","New York Jets","DST","4","DST21","","222","","","","222.0"
"277","Josh Rosen","","","QB33","274","","","","","270.5"
"278","Robbie Gould","","","K9","225","","","","","225.0"
"279","Josh Reynolds","","","WR101","285","","","","","272.5"
"280","Ricky Seals-Jones","","","TE36","529","","","","","377.5"
"281","Brett Maher","","","K10","227","","","","","227.0"
"282","Jason Myers","SEA","11","K11","229","","","","","229.0"
"283","Brian Hill","","","RB80","301","","","","","277.0"
"284","Benjamin Watson","","","TE37","530","","","","","382.5"
"285","Jaron Brown","","","WR102","596","","","","","416.0"
"286","Jordan Thomas","","","TE38","550","","","","","393.5"
"287","Matt Prater","","","K12","239","","","","","239.0"
"288","Mason Crosby","","","K13","242","","","","","242.0"
"289","Will Dissly ","","","TE39","624","","","","","433.0"
"290","Michael Crabtree","","","WR103","587","","","","","415.0"
"291","Giorgio Tavecchio","","","K14","244","","","","","244.0"
"292","C.J. Uzomah","","","TE40","552","","","","","398.0"
"293","Jake Kumerow","","","WR104","564","","","","","405.0"
"294","Damion Willis","","","WR105","488","","","","","369.0"
"295","Breshad Perriman","","","WR106","525","","","","","388.0"
"296","Aldrick Rosas","","","K15","252","","","","","252.0"
"297","Adam Vinatieri ","","","K16","254","","","","","254.0"
"298","Matt LaCosse","","","TE41","521","","","","","387.5"
"299","Ty Johnson","BUF","6","RB81","571","","","","","413.0"
"300","Darren Sproles ","","","RB82","639","","","","","448.5"
"301","Chris Conley","","","WR107","538","","","","","398.5"
"302","Green Bay Packers","DST","11","DST22","261","","","","","261.0"
"303","Wayne Gallman Jr.","","","RB83","569","","","","","415.0"
"304","Travis Benjamin","","","WR108","628","","","","","445.5"
"305","Brandon McManus","","","K17","264","","","","","264.0"
"306","Alfred Morris","","","RB84","455","","","","","359.5"
"307","Mike Boone","","","RB85","633","","","","","449.0"
"308","Dan Bailey","","","K18","266","","","","","266.0"
"309","Vernon Davis","","","TE42","651","","","","","458.5"
"310","Case Keenum","CHI","6","QB34","536","","","","","403.0"
"311","Raheem Mostert","LV","","RB86","614","","","","","442.5"
"312","Qadree Ollison","","","RB87","549","","","","","410.5"
"313","Washington Commanders","DST","10","DST23","273","","","","","273.0"
"314","Jakeem Grant Sr.","","","WR109","600","","","","","436.5"
"315","Jordan Scarlett","","","RB88","513","","","","","393.5"
"316","Darren Andrews","","","WR110","","","","","","275.0"
"317","Detroit Lions","DST","5","DST24","276","","","","","276.0"
"318","Buddy Howell","","","RB89","472","","","","","374.5"
"319","Ryan Succop ","","","K19","278","","","","","278.0"
"320","San Francisco 49ers","DST","4","DST25","279","","","","","279.0"
"321","Deon Cain","","","WR111","638","","","","","458.5"
"322","Atlanta Falcons","DST","9","DST26","280","","","","","280.0"
"323","Keelan Doss","","","WR112","477","","","","","378.5"
"324","Chad Beebe","","","WR113","629","","","","","455.0"
"325","Ryan Tannehill","","","QB35","621","","","","","451.5"
"326","Josh Lambo","","","K20","283","","","","","283.0"
"327","Alfred Blue","","","RB90","589","","","","","436.0"
"328","Cordarrelle Patterson","","","RB91","669","","","","","476.5"
"329","Diontae Johnson","","","WR114","518","","","","","401.5"
"330","Stephen Hauschka","","","K21","286","","","","","286.0"
"331","Taysom Hill","","","TE43","646","","","","","466.0"
"332","Chris Boswell","PIT","7","K22","288","","","","","288.0"
"333","Blake Jarwin","","","TE44","665","","","","","476.5"
"334","Matt Bryant","","","K23","289","","","","","289.0"
"335","Devine Ozigbo","","","RB92","617","","","","","453.0"
"336","Daniel Carlson","LV","","K24","290","","","","","290.0"
"337","Chad Kelly","","","QB36","507","","","","","398.5"
"338","Elijah McGuire","","","RB93","509","","","","","400.5"
"339","Dez Bryant","","","WR115","599","","","","","446.0"
"340","Arizona Cardinals","DST","12","DST27","295","","","","","295.0"
"341","Cody Latimer","","","WR116","626","","","","","460.5"
"342","Jeff Wilson Jr.","","","RB94","459","","","","","377.5"
"343","Dustin Hopkins","","","K25","297","","","","","297.0"
"344","Josh liver","MIN","12 O","TE45","640","","","","","468.5"
"345","Josh Doctson","","","WR117","581","","","","","439.5"
"346","Henry Krieger-Coble","","","TE46","","","","","","299.0"
"347","DeAndre Washington","","","RB95","547","","","","","423.5"
"348","Malik Turner","SF","4","WR118","302","","","","","302.0"
"349","Chris Hogan","","","WR119","663","","","","","482.5"
"350","Ryan Izzo","","","TE47","303","","","","","303.0"
"351","Dawson Knox","BUF","6","TE48","656","","","","","479.5"
"352","Scott Simonson","","","TE49","304","","","","","304.0"
"353","Keelan Cole Sr.","","","WR120","670","","","","","487.0"
"354","Sam Bradford","","","QB37","305","","","","","305.0"
"355","Robert Tonyan","PIT","7","TE50","485","","","","","395.0"
"356","Deonte Thompson","","","WR121","306","","","","","306.0"
"357","Adam Shaheen","","","TE51","648","","","","","477.0"
"358","Justin Davis","","","RB96","307","","","","","307.0"
"359","Brian Hoyer","","","QB38","592","","","","","449.5"
"360","Stevan Ridley","","","RB97","308","","","","","308.0"
"361","Jace Sternberger","","","TE52","642","","","","","475.0"
"362","Chris Ivory","","","RB98","309","","","","","309.0"
"363","Karan Higdon","","","RB99","595","","","","","452.0"
"364","Mike Nugent","","","K26","310","","","","","310.0"
"365","Matt Gay","LV","","K27","311","","","","","311.0"
"366","Riley Ridley","","","WR122","649","","","","","480.0"
"367","Richie James Jr.","","","WR123","312","","","","","312.0"
"368","Dimitri Flowers","","","RB100","","","","","","312.0"
"369","Keith Ford","","","RB101","313","","","","","313.0"
"370","LJ Scott","","","RB102","","","","","","313.0"
"371","Paxton Lynch","","","QB39","314","","","","","314.0"
"372","Jordan Akins","","","TE53","567","","","","","440.5"
"373","Tyler Ervin","","","RB103","315","","","","","315.0"
"374","Reggie Bonnafon","","","RB104","411","","","","","363.0"
"375","Christine Michael","","","RB105","316","","","","","316.0"
"376","Daniel Williams","III","","WR124","","","","","","316.0"
"377","Colin Kaepernick","","","QB40","317","","","","","317.0"
"378","Trent Taylor ","","","WR125","579","","","","","448.0"
"379","Josh Bellamy","","","WR126","318","","","","","318.0"
"380","Chris Moore","","","WR127","625","","","","","471.5"
"381","Blair Walsh","","","K28","319","","","","","319.0"
"382","Patrick DiMarco","","","RB106","321","","","","","321.0"
"383","Tommylee Lewis","","","WR128","322","","","","","322.0"
"384","Alize Mack","","","TE54","323","","","","","323.0"
"385","Deonte Harty","","","WR129","324","","","","","324.0"
"386","Reggie White Jr.","","","WR130","326","","","","","326.0"
"387","Leonte Carroo","","","WR131","327","","","","","327.0"
"388","Gehrig Dieter","","","WR132","328","","","","","328.0"
"389","Kamar Aiken","","","WR133","329","","","","","329.0"
"390","Sam Ficken","","","K29","330","","","","","330.0"
"391","Easton Stick","IND","6","QB41","331","","","","","331.0"
"392","Ray-Ray McCloud","III","","WR134","332","","","","","332.0"
"393","Kapri Bibbs","","","RB107","333","","","","","333.0"
"394","Trevor Davis","","","WR135","334","","","","","334.0"
"395","Antoine Wesley","","","WR136","335","","","","","335.0"
"396","Anthony Sherman","","","RB108","336","","","","","336.0"
"397","Derrick Willies","","","WR137","337","","","","","337.0"
"398","Tyron Billy-Johnson","","","WR138","338","","","","","338.0"
"399","Brock Osweiler","","","QB42","339","","","","","339.0"
"400","Logan Thomas","","","TE55","340","","","","","340.0"
"401","Damion Ratley","","","WR139","341","","","","","341.0"
"402","Kai Forbath","","","K30","342","","","","","342.0"
"403","Caleb Sturgis","","","K31","343","","","","","343.0"
"404","Levine Toilolo","","","TE56","344","","","","","344.0"
"405","Brice Butler","","","WR140","345","","","","","345.0"
"406","Joey Slye","TEN","11","K32","346","","","","","346.0"
"407","Terrance Williams","","","WR141","347","","","","","347.0"
"408","Tra Carson","","","RB109","348","","","","","348.0"
"409","Matt McCrane","","","K33","349","","","","","349.0"
"410","Brandon Marshall","","","WR142","350","","","","","350.0"
"411","Penny Hart","","","WR143","351","","","","","351.0"
"412","Wes Hills","","","RB110","352","","","","","352.0"
"413","Robert Davis","","","WR144","353","","","","","353.0"
"414","Pierre Garcon","","","WR145","354","","","","","354.0"
"415","James 'Shaughnessy","O","","TE57","355","","","","","355.0"
"416","Noah Brown","","","WR146","357","","","","","357.0"
"417","Mike Wallace","","","WR147","358","","","","","358.0"
"418","Bobo Wilson","","","WR148","359","","","","","359.0"
"419","David Williams","","","RB111","360","","","","","360.0"
"420","Greg Dortch","DET","5","WR149","361","","","","","361.0"
"421","Matt Cassel","","","QB43","362","","","","","362.0"
"422","Taylor Heinicke","","","QB44","363","","","","","363.0"
"423","Trace McSorley","","","QB45","364","","","","","364.0"
"424","Miami Dolphins","DST","5","DST28","365","","","","","365.0"
"425","Nick Boyle","","","TE58","366","","","","","366.0"
"426","Darren Fells","","","TE59","367","","","","","367.0"
"427","Kyle Allen","BUF","6","QB46","368","","","","","368.0"
"428","Russell Gage Jr.","","","WR150","369","","","","","369.0"
"429","Orleans Darkwa","","","RB112","370","","","","","370.0"
"430","C.J. Conrad","","","TE60","371","","","","","371.0"
"431","Rashad Ross","","","WR151","372","","","","","372.0"
"432","Artavis Scott","","","WR152","373","","","","","373.0"
"433","Cam Sims","","","WR153","374","","","","","374.0"
"434","Danny Vitale","","","RB113","375","","","","","375.0"
"435","Cody Kessler","","","QB47","376","","","","","376.0"
"436","Charcandrick West","","","RB114","377","","","","","377.0"
"437","Ryan Griffin","","","QB48","378","","","","","378.0"
"438","Michael Floyd","","","WR154","379","","","","","379.0"
"439","Davis Webb","","","QB49","380","","","","","380.0"
"440","Josh Johnson","CIN","9","QB50","381","","","","","381.0"
"441","Auden Tate","","","WR155","382","","","","","382.0"
"442","Eric Saubert","SEA","11","TE61","383","","","","","383.0"
"443","Deon Yelder","","","TE62","384","","","","","384.0"
"444","Jeremy Hill","","","RB115","385","","","","","385.0"
"445","Justin Hardy","","","WR156","386","","","","","386.0"
"446","Cody Parkey","","","K34","387","","","","","387.0"
"447","Foster Moreau","HOU","10","TE63","388","","","","","388.0"
"448","Christian Wade","","","RB116","390","","","","","390.0"
"449","Patrick Laird","","","RB117","391","","","","","391.0"
"450","Tommy Sweeney","","","TE64","392","","","","","392.0"
"451","Caleb Wilson","","","TE65","393","","","","","393.0"
"452","Ed Dickson","","","TE66","394","","","","","394.0"
"453","D.J. Foster","","","RB118","395","","","","","395.0"
"454","Jonathan Williams","","","RB119","396","","","","","396.0"
"455","Eddy Pineiro","SF","4","K35","397","","","","","397.0"
"456","Antonio Gates","","","TE67","476","","","","","397.5"
"457","Nick O'Leary","","","TE68","398","","","","","398.0"
"458","Vyncint Smith","","","WR157","399","","","","","399.0"
"459","Dillon Mitchell","","","WR158","400","","","","","400.0"
"460","Zach Pascal","","","WR159","401","","","","","401.0"
"461","De'Anthony Thomas","","","WR160","402","","","","","402.0"
